SaleID name regDate model brand bodyType fuelType gearbox power kilometer notRepairedDamage regionCode seller offerType creatDate price v_0 v_1 v_2 v_3 v_4 v_5 v_6 v_7 v_8 v_9 v_10 v_11 v_12 v_13 v_14
4010 148346 20030508 13.0 4 2.0 1.0 1.0 163 15.0 0.0 3108 0 0 20160328 2799 44.989767559064646 -3.279733474053476 -0.22239388079877898 0.5033175625247959 -1.1519443572303458 0.2619519697060727 0.0 0.1453115707212907 0.05907454035487216 0.029976435537112774 2.6280605609759955 -1.7883561131565713 0.2800438287724052 -1.4750654167720163 0.0653843193759919
4011 306 20011111 8.0 0 2.0 1.0 0.0 101 15.0 0.0 1849 0 0 20160308 2300 44.3109945913221 4.219256111085894 -0.3518975592809823 1.104999344397651 -0.9450685407803469 0.2615839913392609 0.10509731485115603 0.0960934981643137 0.03111333643626668 0.034652871264390955 -3.743182623602628 1.7704035649235874 -1.4676090250568463 -0.909371476430681 0.3387373761820551
4012 32209 20051002 4.0 4 2.0 1.0 0.0 163 15.0 0.0 759 0 0 20160327 5299 46.01508201867895 1.974525209156046 0.4172725849004282 -0.2108523948531732 -0.8780069736077177 0.26046534343829525 0.07480990949190189 0.13988903426407598 0.057578430487390926 0.034756513596636805 -2.398108895714837 0.17454080226804106 0.8616364454109484 -1.0218544626393586 0.1909039840990101
4013 7181 20081206 8.0 0 2.0 1.0 1.0 170 15.0 0.0 3529 0 0 20160307 9950 46.45934975417099 4.805843584037729 0.6993358706974714 -0.8799892861836599 0.011766247116844469 0.2549260798850255 0.1148039919343396 0.12094722464890995 0.0613048367916902 0.05787258853599572 -5.0967582237528655 1.2013464482032958 1.2221645017473364 0.0825246123643706 1.1336622723066156
4014 46205 20060312 49.0 1 2.0  1.0 179 15.0 1.0 1621 0 0 20160308 5500 45.70440388163372 -3.2487590626075886 0.16918746545726654 -0.9305863460737313 -1.2237527017244896 0.2624162567159173 0.00021816835438468992 0.14342811510184794 0.07856149641839759 0.02366688428689871 2.2251281613230427 -2.2342527966411465 1.7460903906889935 -1.1887532235206208 0.32649780021805674
4015 60981 20010101 5.0 5 1.0 0.0 0.0 136 15.0 0.0 3606 0 0 20160324 1900 43.62505278814876 2.9703171933254797 0.10052956562029668 1.9557922016197729 1.2726740509541978 0.2348634657222365 0.08814081246504274 0.13488069290846616 0.028600255456332838 0.10301818505613274 -2.119673021657887 2.2195901548157244 -1.9946052986197795 0.7328457143640659 0.2734255686068693
4016 1040 20020412 0.0 0 0.0 0.0 1.0 102 15.0 0.0 3285 0 0 20160315 1250 44.895261033551904 4.476180282174481 -0.3781488315894488 0.8725535433696917 -0.6666851669431447 0.2634034738704145 0.10911457200263816 0.08652926670161586 0.03465867585215012 0.04354484659319033 -4.225011170354889 1.5131549681218228 -1.1368652512791948 -0.7186229345417295 0.4621566849719701
4017 88598 20090503 238.0 28 1.0 0.0 0.0 90 9.0 1.0 6581 0 0 20160318 3500 44.16252029886886 -3.108163223795801 0.2748655282745624 -1.3464564388220968 2.5966811634603704 0.22482749678709527 0.0007221243087340776 0.10682567795355934 0.08926115504287295 0.13731998643733706 2.7273397208575143 -1.2998008101470515 1.2071090935200914 2.526635418695361 -1.8478386563520373
4018 52679 20050704 8.0 0 2.0 1.0 0.0 131 15.0 0.0 5903 0 0 20160404 5400 44.83257410808592 -3.1375638558305217 -0.2441739108717889 -1.1085830704147006 -0.6953706309691545 0.2591864384243317 0.0004456562953345874 0.10383213343017264 0.07931994150461043 0.038595730639740526 2.3623525964998677 -2.062969060162789 1.1869667198471399 -0.31350211346021706 0.8536965588508242
4019 16931 19920703 13.0 4 2.0 0.0 0.0 192 15.0 1.0 7100 0 0 20160324 1199 44.641911447907525 4.013915869770481 -0.20471935004554329 1.1163355508761168 -1.6760286451706503 0.2665302157120414 0.10261416141002663 0.11406005973761214 0.03092094776102142 0.013700067023945594 -3.6762679758208794 1.5842772162617724 -1.1557615171432618 -1.752471338450549 -0.19723643692356693
4020 171970 20021007 5.0 5 5.0  0.0 110 15.0 - 1813 0 0 20160312 3700 44.171388615361344 -3.0424273809837667 -1.7437603830752135 -0.6101828190341543 0.4239511609364028 0.2660835878971438 0.000389020112319312 0.00036892843743314665 0.07035165944901926 0.07654973009619781 2.2982168549383606 -2.5903945885881456 -0.4026036145760233 0.7698855950987851 0.4618783152147929
4021 185569 20080301 210.0 20 0.0 0.0 0.0 143 9.0 0.0 1780 0 0 20160313 9600 45.546795075285594 -3.0982283493857863 -0.21477642003011127 -2.5821587615457884 0.8504312987016188 0.2522371798931589 0.0006631343092316095 0.06330075346163341 0.10157615071908506 0.08352656342504608 1.8984025719553408 -2.723112072667045 2.3758325525567807 1.3017759901250887 -0.3566229483974148
4022 190447 20041011 25.0 14 2.0 0.0 0.0 122 15.0 0.0 680 0 0 20160311 2950 44.05018144356615 -3.10053540076587 -0.7149345925357644 -0.7035202612721639 2.906178966529459 0.23396995088868666 0.0004585620607067834 0.051078560834703884 0.0788510644895718 0.15077754452709302 2.639984223785733 -1.7727800468442092 0.13006768933627805 2.6195198905334336 -2.388436318517937
4023 402 20090403 60.0 11 1.0 0.0 0.0 85 3.0 0.0 386 0 0 20160329 6999 44.109174108519646 -3.0218406461175054 0.31740238803356474 -2.4775540976966988 0.9347785230721 0.2370161752679405 0.0008100593299592598 0.09639307764500794 0.09996093531410707 0.08262225657630383 2.5074738652519493 -1.551243918319097 2.0077399448912923 1.7386458558166673 0.29895936963892017
4024 138700 19980603 30.0 6 1.0 0.0 0.0 75 12.5 1.0 3547 0 0 20160305 100 40.320599967805855 -3.2565433055575954 -1.5825551050343034 5.4680114768949215 1.1527740320020559 0.2322020055785363 0.0 0.12334673279353132 0.0 0.11105427464613184 4.796284907979486 1.0138257289866457 -5.892021674410937 0.07021943551886567 -0.12622280606188635
4025 25735 20050709 154.0 19 2.0 1.0 0.0 136 15.0 0.0 2809 0 0 20160307 3850 45.464511471382636 4.281149816916537 0.1447263290770759 -1.1986370860713425 2.5100157046647875 0.2373387917627723 0.10593266899732222 0.057363815206632425 0.0687896459875042 0.13640066724365152 -4.380581624599568 1.055148554472062 0.6584207489878958 2.234888225341634 -3.4886681781702
4026 66886 20001010 0.0 0 0.0 1.0 0.0 90 15.0 - 644 0 0 20160317 2600 43.843860497875745 -3.1448480253095696 -1.0612743874303274 0.4533401568208704 -1.1356070620497611 0.2661321814131439 0.0 0.08107082262099967 0.05598678998533325 0.031010693268069774 2.762995195915978 -1.7613698648356382 -0.7047697340332635 -0.9976885526207409 0.2962060347893499
4027 90586 20050911 8.0 0 0.0 1.0 0.0 140 15.0 0.0 37 0 0 20160315 6970 45.156204583012645 -3.1249620167241887 -0.3995435712231117 -1.4680068314789938 -0.7413030420649462 0.2635492400883692 0.0005214422808536731 0.08575185785356837 0.0838225340326908 0.037133503290226494 2.148967067258932 -2.425795931781716 1.4587756751218672 -0.2707786889395152 0.9520340302505638
4028 282 20060405 22.0 9 1.0 1.0 0.0 68 15.0 0.0 1051 0 0 20160311 2600 43.200988043197825 4.833641865572786 0.02484615493404973 1.9427317203515448 1.7903469719909986 0.2309625115259731 0.11388166834147935 0.1121452715635448 0.02421555349447669 0.11598646029406058 -3.6156390084732966 3.195198518059855 -2.512238889022106 1.5187532551390546 0.7490151923747312
4029 3334 20030211 29.0 0 1.0 1.0 0.0 75 15.0 0.0 5152 0 0 20160326 2199 43.96636609571042 3.93727214553312 0.3276162042655209 0.8295447458101618 0.3681104920478331 0.24161772772700826 0.10123749519321093 0.12694068270733105 0.03938770330460732 0.0719904410396365 -3.2227169683855332 2.2937046949932633 -1.06854392934829 0.385734499923448 0.6597082985698882
4030 88126 19981212 26.0 14 0.0 0.0 0.0 75 15.0 - 2861 0 0 20160323 120 40.58076880268426 -3.1655343907950315 -2.604240391657083 4.748380762414558 0.74216149969483 0.2509880809764388 0.0 0.04429464454469301 0.0 0.09866074395788567 4.2962936944036665 -0.018071381676403958 -5.9198604625932525 -0.005803890974414419 -0.492639867077945
4031 347 20120402 21.0 16 4.0 0.0 1.0 71 4.0 0.0 6403 0 0 20160320 6300 46.44388192026015 4.115836498614549 -0.4516893735257978 -1.6219440484170404 0.4320703404112416 0.26650826528311466 0.10355556759877213 0.02697208967541038 0.07025581818598874 0.07095603019036192 -4.7997261725614875 -0.06970556570029113 1.043680927776127 0.8637755792666256 1.052391052565704
4032 197 19960402 4.0 4 5.0 0.0 0.0 170 15.0 1.0 930 0 0 20160401 4500 45.51446263381753 4.014794362887957 -0.9952044954332908 1.7625971976778398 -1.4893865025703197 0.2797491554745005 0.10342875691954002 0.07477116725801009 0.022367969613511358 0.023884895869545675 -4.081600482428221 0.7697003664242015 -1.7197200100769932 -1.9722938527516318 -0.4681436068559661
4033 24847 20120504 84.0 9 6.0 1.0 0.0 90 15.0 0.0 5266 0 0 20160315 10500 44.92248548544375 4.91731764295814 -1.5907309104240126 0.1848655110262259 2.9105710841804933 0.24765607828119726 0.11396253708517233 0.0 0.04479229295502108 0.14909203600808585 -4.893164272548939 0.7843604003574827 -1.7059186713630692 2.779255458104099 -0.4880663633321515
4034 11304 20100702 23.0 4 4.0 0.0 0.0 143 3.0 0.0 199 0 0 20160314 17600 48.100441685418645 4.815507594210484 0.30982489907966965 -2.07295935628825 -0.676680998482626 0.27457546836565083 0.11522273447888035 0.07784955044233956 0.07584647550237425 0.037335275528459985 -5.985553054715796 -0.2486864219953615 2.4998186601786587 -0.5458158536813047 0.2713264361903264
4035 119517 20140303 44.0 0 3.0 1.0 0.0 180 3.0 1.0 820 0 0 20160324 41999 48.42025297708985 -3.2200124949511952 0.8979004090492422 -4.346200622365472 -0.29352605341602483 0.2637588349913457 0.0011910806019448693 0.11983958500033046 0.12790580464927834 0.044062305380703326 0.9011187772018224 -3.927244799134327 5.474551997923918 0.19846668212145466 1.10422963890905
4036 3820 20030304 49.0 1 0.0 0.0 0.0 170 10.0 0.0 12 0 0 20160310 6700 45.611047508927726 4.708113962946384 -0.02725764847069049 0.7062858599950026 -1.527632167340384 0.2693680686076218 0.1131814208524826 0.11391031381717925 0.036288707252360816 0.01728546591832326 -4.671997514465065 1.418894953888 -0.4862095985900951 -1.6700808297077743 -0.04201241410902146
4037 705 20061209 29.0 0 1.0 0.0 0.0 80 15.0 0.0 584 0 0 20160330 4000 44.61316381541251 4.6793283628283815 0.6859747366515553 0.4042220652431367 0.7963146700151974 0.23836570354338524 0.11230290848365433 0.13642928812625482 0.04523345476683766 0.08282830881320255 -4.098026758838296 2.4438194354132614 -0.4330535019010354 0.7863012357203342 0.969891006494361
4038 142579 20050805 17.0 10 0.0 1.0 1.0 190 15.0 0.0 501 0 0 20160306 10950 46.307227755555495 4.127267760437801 0.34255360048951666 -1.3332736475628566 -1.7663183113822079 0.2711402718716598 0.10428837505838473 0.10229825947058034 0.06451718144746985 0.005099904872686282 -4.607733341280981 0.5468945412322788 1.4383930413026085 -1.2999896958560817 0.29830499234148444
4039 3499 19991103 59.0 19 2.0 0.0 0.0 122 15.0 0.0 3231 0 0 20160328 1599 42.798353809267844 3.4738309234835234 -1.1167332841213842 2.3063990569338064 0.09285700558764558 0.2541866239752575 0.09355115018057353 0.06254255310220086 0.016294768027042602 0.06947217877710522 -2.485026300352246 2.0345710355214845 -3.318988127150865 -0.01014112212982148 0.2573499755702323
4040 18079 19970402 4.0 4 5.0 0.0 0.0 170 15.0 0.0 2563 0 0 20160323 3500 45.50783674767408 4.3873868186359015 -0.9782018807987622 1.2751300924099729 -1.7079733710903968 0.2814309608523297 0.10824249939269953 0.06428190868318316 0.027056377569146268 0.0162464628368294 -4.476967064864634 0.8016620473033181 -1.4270505152407391 -1.9642406955514096 -0.4584215714297572
4041 39286 20060306 19.0 7 6.0 0.0 0.0 150 12.5 0.0 1817 0 0 20160328 5290 46.03377925877655 -3.183653093017245 -1.3044633204385432 -0.9959377182108984 -0.20775232563179769 0.2755002070366372 0.00028913355504237487 0.034101982080302545 0.07766121479525026 0.05817576763951965 1.7488426364906515 -3.3938056721284937 0.9441434611917296 -0.18858385550182197 0.2876025668382389
4042 145780 20060506 135.0 24 4.0 0.0 0.0 280 8.0 0.0 1072 0 0 20160329 25987 48.623509086007864 -3.3115093435358225 0.3365112449235421 -2.8730634723234534 -2.8340068845543964 0.2840897458226033 0.0006704542469813754 0.12411174650525635 0.10438976918414812 0.0 0.9132893198398188 -4.198353278193786 4.4570356374057845 -2.7505618491051904 -0.356176193584244
4043 93911 20100910 79.0 25 3.0 1.0 0.0 109 8.0 0.0 3311 0 0 20160310 10500 46.034524455914 -3.1160869836920857 -0.2321002691789258 -2.6366593155041333 1.26905743400766 0.2523991767208075 0.0008712077590589713 0.060169914570302074 0.10351585674575056 0.09556843953805898 1.7277804688960463 -2.9852022636618627 2.5787547905157124 1.5923708051269003 0.23435620563749665
4044 7181 20071003 8.0 0 2.0 1.0 1.0 170 15.0 0.0 1310 0 0 20160403 8290 45.93414844298985 4.8656287944487975 0.4804987333019722 -1.125024340783986 -0.4270507352536144 0.2580702419753044 0.11468460631663405 0.10158806253193632 0.062181628303275865 0.04388163915982963 -5.0394396590844215 1.2498355630960098 1.0514893186599488 -0.046488020199172086 1.0486350327862373
4045 29017 19950609 0.0 0 0.0 0.0 0.0 75 15.0 0.0 1220 0 0 20160315 800 42.85523778481404 -3.2024023761943865 -1.5438832286527977 2.4026658743864666 -0.8857259191625845 0.2637084520936907 0.0 0.08611748064550105 0.029862635005134558 0.043758664108263436 3.348907627448145 -1.1043299261756814 -2.692238685765002 -1.2296922791814184 -0.10902004291981357
4046 6493 19950612 0.0 0 0.0 0.0 0.0 75 15.0 0.0 2335 0 0 20160307 949 44.02853088106421 2.4020407713242906 -0.8992129887248519 3.155271515327509 -0.4137583724114289 0.2608971509610853 0.08059201096167225 0.10998908823474696 0.009855249789665873 0.058527615081215366 -1.853111064812342 1.32352277076561 -3.048459225025788 -1.2298055491382875 -0.08931720574824104
4047 1248 20031204 10.0 9 1.0 0.0 0.0 75 15.0 0.0 376 0 0 20160307 1099 42.504732992183655 4.146606998355427 -0.33394190351245023 0.9267015183805432 1.4355159888435804 0.2342697139452825 0.1023197479483626 0.06988131517291964 0.03617891054671466 0.10346188820690423 -2.9507077795509815 2.7252046277003465 -2.2587468864255773 1.8360304480881011 1.0105556312225894
4048 16425 20081001 5.0 5 1.0 1.0 0.0 90 15.0 1.0 2587 0 0 20160402 3200 43.4354552255529 -3.0635915148264576 -0.0048605415890655935 -1.0589519089590471 1.1559926198777375 0.2350862493612899 0.00048313450518513935 0.1020738135570419 0.08122059850534079 0.09214349898866488 2.9238209809873053 -1.0726680098275656 0.5928067118522948 1.653925526726476 0.9693969121479488
4049 30064 19990102 26.0 14 4.0 0.0 0.0 125 15.0 0.0 1984 0 0 20160312 1500 43.29492601478293 2.7733108193476133 -2.0540221725329744 0.8251618113614212 -0.2857411551712977 0.26797232669531595 0.08206866090163921 0.0 0.0336054433224908 0.056075067746538566 -2.4494427452137835 0.4130498486867764 -2.6012001406261067 0.14127763855439554 0.1024346137543109
4050 180 20050507 0.0 0 0.0 0.0 0.0 75 15.0 1.0 431 0 0 20160402 3333 45.67628021213883 4.736185662818915 0.010456838776257476 0.3014016859957267 -0.2610274481800901 0.2605228369182547 0.11343891392262352 0.09868293584742154 0.043761608064470894 0.05365037689420366 -4.734355456029327 1.376466373182677 -0.2682388192191209 -0.34861809815601097 0.7793071040501512
4051 119807 20020004 130.0 20 0.0 1.0 0.0 140 15.0 1.0 4685 0 0 20160311 490 40.92852862780234 -2.9665861170552117 -2.3974494646250117 1.9405535508135088 2.102022154541133 0.24122977049257335 0.0 0.0 0.03587434573981678 0.1293675887446659 3.702997856148685 -0.6351846488752297 -3.956307285028531 2.312121999239319 0.9384615364247196
4052 7904 20040708 21.0 16 4.0 0.0 0.0 61 9.0 0.0 1143 0 0 20160327 2850 45.4048102164379 3.604897969532368 -1.0649452333895977 1.4924989625170486 0.4073901632009561 0.2665180048258696 0.09743579763943327 0.053237624343871005 0.03005741622524212 0.07923026300684846 -3.675956215953171 0.6203030388669757 -1.7168009227780805 -0.09918952174743717 0.2770517817097346
4053 132105 20090507 154.0 19 2.0 1.0 1.0 136 15.0 0.0 5325 0 0 20160310 8450 45.685090953998134 -3.1184622389038945 0.09635208704688636 -2.6634107145955954 2.831979048364227 0.2343780243323094 0.0008846582463931722 0.06963206559290835 0.1071942629193281 0.1440299976228137 1.9449442149235996 -2.552800345343128 2.6023971914653825 2.70776479131458 -3.0564237707045097
4054 1806 19991012 52.0 10 7.0 0.0 1.0 193 15.0 - 5 0 0 20160324 3950 44.949152610607435 -3.2432919873833996 -0.2373454711364309 -0.1030177632345813 -0.6669503684016836 0.2581451469393111 0.0 0.1260489285005124 0.06758457593290633 0.045734582565038345 2.5233738083238446 -1.9335565935509016 0.6578290506865732 -1.0719059833305271 -2.5494407174965947
4055 70460 20111202 31.0 10 2.0 0.0 1.0 204 8.0 0.0 932 0 0 20160403 20700 47.794396199659396 4.353639453363211 1.3398260427249489 -2.883096773130109 -0.5302682744318294 0.2589435388136371 0.10860248676953507 0.13197479324435754 0.08965825089855801 0.03739349612979869 -5.338972359595363 0.2447398923756291 3.5695520486641477 -0.1023339120840136 0.708280507488607
4056 195499 20000610 4.0 4 4.0 0.0 1.0 170 15.0 0.0 2146 0 0 20160312 4850 45.196323913149115 -3.1661166578435536 -1.3141753411735146 -0.36255272686018136 -1.8909748252715708 0.2826980637724921 5.9831856717954564e-05 0.05617794611326493 0.06564316272138082 0.008501191550869038 2.0904992656717725 -2.8799222771191872 0.2916078894622793 -1.7306663978616446 -0.20409420041616194
4057 6141 20101107 82.0 21 0.0 0.0 0.0 109 15.0 0.0 855 0 0 20160404 5900 46.166779726671784 3.8354375884228586 0.2752996708827743 -0.8365756418331316 0.2708749290474564 0.2563178402634574 0.10057882518148076 0.09574746719243833 0.06250345278571752 0.06683811817934232 -4.2041757821869385 0.6514277778232908 0.937352112776574 0.3124621735136121 0.8111940140763766
4058 194241 20000501 51.0 14 0.0 2.0 0.0 144 15.0 1.0 170 0 0 20160402 600 40.708223511680096 -2.9296574887819684 -2.497143322484485 1.6752690830623749 1.0918399050981322 0.2476072501149721 0.0 0.0 0.0365454358063886 0.09821885491774222 3.675086465061888 -0.692469704258501 -3.8750447141201056 1.5871228961191437 0.7907028297920949
4059 165146 20080603 46.0 6 0.0 2.0 0.0 101 15.0 0.0 1301 0 0 20160407 4300 44.82337941547099 -3.137376377450794 -0.5437320427337377 -1.0537835543472405 0.6260358885306675 0.2534484920220082 0.0003619062867847594 0.0741401623232918 0.08054624680486927 0.07907482370793005 2.3421340868336804 -2.198236523340199 0.8719717849424452 0.8931645312334733 1.0198283868925468
4060 306 20020402 8.0 0 2.0 1.0 1.0 101 15.0 0.0 7687 0 0 20160314 2700 45.144581298751106 4.126727027051333 -0.0074411025845374954 1.5783552820286209 -0.2394844392931968 0.2564803259391018 0.1053887354622534 0.1284040558789327 0.02866264022171837 0.05751752587009022 -3.833159267990242 1.7018489107119628 -1.235497924363816 -0.7824783256327502 0.4411037342097685
4061 26548 20080312 13.0 4 2.0 1.0 1.0 235 15.0 0.0 2202 0 0 20160330 16990 47.24844347635005 6.064860626979972 1.1312048676404978 -1.93439826664692 -1.1788281946997137 0.26362290829140544 0.1326697557163336 0.13007901375608066 0.07094209591296029 0.019066008240550603 -6.593070697818796 1.3100553247968507 2.4171817160844578 -0.7718437675602124 0.8137461852626613
4062 1180 20010306 48.0 14 1.0 0.0 1.0 75 12.5 0.0 2414 0 0 20160308 1500 43.552322406731335 4.3255593080632515 0.12570885897068995 1.333070117655432 0.6101286834162801 0.2401535565332195 0.10655749476782707 0.118545509902988 0.03152270834881415 0.07984320383539023 -3.3814033912113515 2.6669408232105134 -1.764055506597342 0.6089297735969434 1.2842352787571096
4063 2644 20091004 84.0 9 3.0 1.0 0.0 86 6.0 0.0 1547 0 0 20160327 7999 44.60561550095007 5.033427633295091 -0.7107109552417283 -0.5591684077142856 2.418383335159361 0.2446203313726863 0.11544719820722213 0.0056891856600634 0.05555187419891936 0.13333387223799056 -4.799954770607803 1.4008878337834 -0.7966631936081657 2.6234092683664056 -0.466689986673197
4064 1658 20040610 65.0 1 0.0 1.0 0.0 140 15.0 0.0 203 0 0 20160307 4111 46.00921056800947 5.8342986810585336 0.20007479183604435 -0.9191941960187108 -1.2797988651781351 0.26828199067849684 0.12825776955563326 0.08572301998756182 0.05503918306361364 0.02056145028854992 -5.986248276311747 1.4311133488761785 0.7164303717454985 -0.9217869635824996 -0.3205188385573856
4065 57527 19970611 0.0 0 0.0 0.0 0.0 60 15.0 0.0 6838 0 0 20160323 650 43.69032129589749 2.3857429725419776 -1.0375605641005228 3.0728328052857057 -0.6064300906428088 0.26217392795444083 0.07981840664266318 0.09907088611326932 0.009811470794130684 0.052420525542833316 -1.7535612334867832 1.3597608560453303 -3.208054141436252 -1.255230618883593 -0.14220746833708695
4066 127084 20020811 60.0 11 1.0 0.0 0.0 75 15.0 0.0 1356 0 0 20160329 799 42.22593994904127 -3.1571379890718663 -0.650035882267992 1.69265754859694 1.145121167172659 0.23455447887920014 0.0 0.11468555755285875 0.04412570857172042 0.10074292312178716 3.6790895354270554 -0.25377479352675403 -2.0573382263034983 0.8065143675659502 -0.7143561104550175
4067 7376 20080112 44.0 0 3.0 1.0 0.0 131 12.5 0.0 3980 0 0 20160307 10950 47.90288496533768 5.684707691562352 0.8237482392178899 -1.0875751443202477 -0.23232238156637444 0.2635216006310865 0.12854311224822548 0.1248328134934816 0.06332383923374976 0.05222169367570767 -6.440475226120645 0.8572654242516566 1.9522459293094463 -0.4957621551099146 0.3905294153513498
4068 124631 19910508 18.0 14 1.0 0.0 0.0 75 12.5 0.0 4086 0 0 20160324 700 41.62816245696102 -3.1009773421951934 -0.9664453374024604 1.917234956767282 2.0665054132298017 0.228562919424914 0.0 0.08898009494786012 0.04140766456142 0.12864377026623944 3.8483729764212162 -0.04198132163292895 -2.736640297884486 1.8291282744175248 -0.018106129028659452
4069 132124 19990105 32.0 8 1.0 0.0 0.0 54 15.0 0.0 4369 0 0 20160316 777 41.33974301442403 -3.0840600377892926 -1.07887175142142 1.835020326557224 0.8549230996371824 0.2371944293424417 0.0 0.08700788444000684 0.03945410124606491 0.0917267176366054 3.8845705138270215 -0.03558540140031588 -2.8049893118459197 0.9093358660717203 -0.2013030851261249
4070 134857 20070606 19.0 28 3.0 2.0 0.0 75 12.5 0.0 882 0 0 20160308 1500 44.82188015506146 -3.283069098335317 -0.8077125334507584 0.9723330325631524 0.08219340437153295 0.25918332203149713 0.0 0.10571458645378758 0.053984169337082055 0.06964582870382029 2.6616840383137057 -1.9455588256965144 -0.5354190214597532 -0.46021757775801003 -0.0018755468438638504
4071 113091 20001202 51.0 14 0.0  0.0 144 12.5 - 1154 0 0 20160311 1400 41.95272070373786 1.3267753086300869 -1.8340081330063425 0.9946082505098588 1.08717701350455 0.24949717819434855 0.06085406911970519 0.0 0.03714652811527567 0.09581526883638376 -0.5445900331216896 0.7513414444330594 -3.0539712975467093 1.646039380721838 0.9741671430539584
4072 77493 19950508 19.0 21 0.0 0.0 1.0 145 15.0 1.0 2360 0 0 20160317 500 42.98648464515358 -3.2905766076269005 -1.4971494939030945 3.34852782229839 -0.7509574290095096 0.2621276358501453 0.0 0.11008184807713932 0.018833208299674616 0.05109937018180734 3.5062363138180785 -0.9315313757264848 -3.2018717754390837 -1.6097432206205269 -0.6879031112445296
4073 172332 19970011 48.0 14 1.0 0.0 0.0 50 15.0 - 3216 0 0 20160324 300 40.92020870297756 -3.178691822298535 -1.2917580926149683 3.8221044583871535 0.698987372747681 0.23760451352904075 0.0 0.11667956318814968 0.013576900489325416 0.09173498705867256 4.3378214234282595 0.5018342577190524 -4.3796239117180935 0.16797372055775855 0.5389004549008153
